Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
NIGEL DAVIS SOLICITORS,3,1,2,38,17,0,4,0,2,97,42,206
SIMMONS STEIN,0,1,0,3,3,0,2,0,0,189,8,206
WHEELERS LLP,2,2,5,58,41,0,5,0,0,64,29,206
DOLLMAN & PRITCHARD,0,3,0,47,38,0,5,0,0,82,30,205
EDDOWES PERRY & OSBOURNE LIMITED,0,2,2,46,33,0,4,0,3,82,33,205
HKB WILTSHIRES,4,2,3,66,30,0,4,0,4,78,14,205
KIRK & PARTNERS,0,4,0,40,28,0,5,0,0,96,32,205
KNIGHT POLSON LIMITED,1,2,2,44,17,0,4,0,2,90,43,205
LAMBE CORNER & CO,4,0,3,61,33,0,7,0,7,64,26,205
PARATUS AMC LTD,0,0,0,155,1,0,0,0,0,37,12,205
WPF GLASNER GERBER SHAPIRO,0,15,1,31,9,0,10,0,6,97,36,205
ALLIANCE & LEICESTER,0,0,0,0,0,0,0,0,0,163,41,204
Brooks & Partners,1,1,49,46,29,0,1,0,0,50,27,204
COHEN CRAMER,0,0,0,139,0,0,0,0,0,63,2,204
GENESIS HOUSING ASSOCIATION LTD,0,0,0,0,0,0,0,0,0,114,90,204
JOHN DONKIN & CO,1,0,5,65,38,0,8,0,2,66,19,204
LEWIS NEDAS,0,10,2,39,19,0,3,0,1,84,46,204
LONDON BOROUGH OF HACKNEY,0,0,0,12,4,0,0,0,1,152,35,204
MARCHANTS SOLICITORS,2,0,6,60,50,0,6,0,5,53,22,204
STALLARD MARCH & EDWARDS,8,1,3,38,13,0,6,0,9,90,36,204
THE WARING PARTNERSHIP LLP,1,3,2,46,50,0,0,0,0,73,29,204
WALKER AND CO,2,3,0,77,40,0,2,0,3,57,20,204
WOODFORDS,0,11,1,38,22,1,14,0,1,77,39,204
WORRALLS SOLICITORS,8,2,4,45,41,0,6,0,6,72,20,204
HARROP WHITE VALLANCE & DAWSON,5,1,0,22,34,0,2,0,8,109,22,203
HOLLEY & STEER,3,4,5,61,32,0,4,0,3,60,31,203
INSTAVOLT LIMITED,0,0,0,0,0,0,0,0,0,191,12,203
JAMESONS CONVEYANCING LIMITED,0,1,0,57,51,0,5,0,4,58,27,203
MERRY & CO,0,2,3,36,32,0,8,0,2,79,41,203
Morris & Bates,6,5,6,55,22,0,0,0,6,87,16,203
SYKES ANDERSON PERRY LIMITED,0,5,0,97,18,0,12,0,10,44,17,203
WIGAN MBC,1,0,0,5,0,0,2,0,7,161,27,203
AMANDA SHAW SOLICITORS,0,3,3,42,33,0,9,0,2,72,38,202
BERNADETTE KEARNS LTD,0,0,0,17,21,0,0,0,48,75,41,202
GO CONVEY,1,2,3,39,42,0,3,0,1,74,37,202
GSC SOLICITORS LLP,0,2,0,29,5,0,20,0,1,124,21,202
KEOGHS LLP,0,1,0,18,26,2,0,0,2,105,48,202
NELSONS,0,17,1,38,32,0,4,0,1,85,24,202
READ DUNN CONNELL LIMITED,2,1,1,49,33,0,4,0,2,73,37,202
WAINS SOLICITORS,4,0,5,65,35,0,3,0,3,67,20,202
WALSALL METROPOLITAN BOROUGH COUNCIL,0,0,0,1,8,0,0,0,0,177,16,202
WARTNABY HEFFORD,2,1,7,55,14,0,3,0,4,85,31,202
BIRD & LOVIBOND,0,7,3,54,25,0,2,0,1,86,23,201
CHAMBERS FLETCHER LLP,2,2,1,65,32,0,7,0,6,59,27,201
GLENNY LLP,0,0,0,0,0,0,0,0,0,190,11,201
JOHN MORSE SOLICITORS,1,1,7,69,31,0,3,0,2,76,11,201
KUNDERT SOLICITORS LLP,1,0,5,57,27,0,3,0,1,78,29,201
LAWRENCE HAMBLIN,1,2,1,37,31,0,13,0,0,69,47,201
NOTARY EXPRESS LIMITED,1,3,5,72,24,0,1,0,0,70,25,201
UNDERWOOD & CO,0,2,0,20,9,0,4,0,4,121,41,201
ASSERSON LAW,0,2,1,16,22,1,0,0,1,133,24,200
G L HEARN LTD,0,0,0,0,0,0,0,0,0,158,42,200
GUILLAUMES LLP,0,2,1,25,11,0,4,0,2,113,42,200
LUCAS & WYLLYS,1,2,6,40,26,0,4,0,4,90,27,200
MSP LEGAL SERVICES LLP,1,4,7,49,28,0,0,0,0,76,35,200
NEXUS SOLICITORS,1,13,0,39,12,0,3,0,0,108,24,200
OXLEY & COWARD,2,2,1,50,37,0,8,0,2,76,22,200
PEARSON HARDS,3,5,0,42,22,0,4,0,5,101,18,200
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,200,0,200
SILVERDALE SOLICITORS,1,1,1,44,35,0,3,0,0,96,19,200
ADCOCKS,2,9,2,27,4,0,5,0,1,133,16,199
CG NAYLOR,0,11,0,27,1,0,0,0,2,105,53,199
ENVIRONMENT AGENCY,0,0,0,0,0,0,0,0,1,197,1,199
PAUL DAVIDSON TAYLOR (PDT SOLICITORS),0,0,1,44,33,3,3,0,6,87,22,199
RAWLINS DAVY,0,2,0,32,13,1,9,0,2,102,38,199
S V WADSWORTH & CO,0,4,1,39,18,0,1,0,0,113,23,199
WORCESTERSHIRE CC,2,0,4,4,1,0,0,0,8,142,38,199
ALLEN BARFIELDS,0,19,6,58,20,0,5,0,0,78,12,198
ASTER PROPERTY LTD,0,0,0,0,0,0,0,0,0,107,91,198
DAWSON HART & CO,1,9,4,58,25,0,6,0,3,61,31,198
KEY LEGAL (NORTH EAST) LIMITED,0,0,2,51,47,0,0,0,0,61,37,198
SHENSTONE PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,189,9,198
SPROULL SOLICITORS LLP,2,2,4,14,30,0,4,0,1,127,14,198
EWAN & CO SOLICITORS,0,12,0,41,16,0,1,0,0,96,31,197
GUY WILLIAMS LAYTON,4,2,4,36,21,0,9,0,4,92,25,197
LONDON BOROUGH CAMDEN,1,0,0,8,0,0,0,0,5,174,9,197
MATHIAS GENTLE PAGE HASSAN LLP,0,7,0,52,15,0,3,0,1,83,36,197
ORJ SOLICITORS,3,1,1,46,40,0,3,0,2,77,24,197
PAYNE HICKS BEACH,1,3,1,29,7,0,2,0,0,136,18,197
SEWELL MULLINGS & LOGIE LLP,0,3,1,35,9,0,2,0,4,112,31,197
BOLTON AT HOME LTD,0,0,0,0,0,0,0,0,0,161,35,196
CENTURY LETTINGS RESIDENTIAL LTD,0,0,0,0,0,0,0,0,0,196,0,196
DRUCES LLP,5,4,0,38,21,0,8,0,0,89,31,196
FERGUSON BRICKNELL & CO,0,3,2,47,34,0,5,0,1,77,27,196
HARRIS & HARRIS LEGAL SERVICES LLP,2,2,5,35,25,0,7,0,6,90,24,196
KEITH SMART & CO,5,3,5,57,42,0,5,0,0,56,23,196
KNOWSLEY METROPOLITAN BOROUGH COUNCIL,0,0,0,5,1,0,0,0,0,188,2,196
LANE & CO,0,14,11,46,6,0,55,0,1,36,27,196
NORTH AINLEY,2,0,2,36,27,0,1,0,2,94,32,196
RAY BORLEY & DUNKLEY,8,4,4,40,24,0,3,0,7,81,25,196
THE ROYAL BANK OF SCOTLAND PLC,0,0,0,0,0,0,0,0,0,190,6,196
ARNOLD DAVIES VINCENT EVANS,10,0,6,51,14,0,3,0,4,92,15,195
EATON SMITH,2,1,1,44,24,0,6,0,1,91,25,195
HESELTINE BRAY & WELSH,6,0,1,40,41,0,6,0,2,86,13,195
JUDGE SYKES FRIXOU,0,5,2,43,43,1,4,0,4,71,22,195
LEICESTER CITY COUNCIL,1,1,0,0,2,0,0,0,47,132,12,195
PENNINE LAW,4,2,6,47,31,0,6,0,4,73,22,195
RODGERS & BURTON,1,3,1,37,23,0,3,0,1,94,32,195
SEGENS BLOUNT PETRE,0,4,2,23,11,0,1,0,1,110,43,195
STARKIE & GREGORY,5,2,4,37,29,0,2,0,2,97,17,195
WIDDOWS PILLING & CO,4,3,1,32,43,0,10,0,3,79,20,195
CLUB 24 LTD TRADING AS VENTURA,0,0,0,0,0,0,0,0,0,194,0,194
DOUBLE & MEGSON,5,0,4,53,27,0,9,0,5,68,23,194
GLAZER DELMAR,0,5,0,27,20,0,3,0,1,103,35,194
METCALFES,1,8,2,67,23,0,22,0,2,51,18,194
SUNCREDIT SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,194,0,194
SWAN & DALE LLP,0,9,0,41,41,0,28,0,1,42,32,194
THE BEAVIS PARTNERSHIP LLP,0,24,2,47,27,0,2,0,2,70,20,194
UNIVERSAL ASSET PROTECTION LTD,0,0,0,0,0,0,0,0,0,192,2,194
Davitt Jones & Bould Limited,1,14,4,22,14,0,29,0,19,71,19,193
Francis & Buck Solicitors,2,0,0,34,44,0,8,0,2,73,30,193
HARROWELL & ATKINS,1,4,3,41,28,0,18,0,1,74,23,193
MARK REDLER SOLICITORS LTD,1,4,4,46,34,0,9,0,2,65,28,193
MARSHALL HATCHICK,3,1,2,39,30,0,8,0,5,80,25,193
MCKEAG & CO,0,4,6,54,47,0,1,0,1,58,22,193
NETWATCH GLOBAL LIMITED,0,0,0,0,0,0,0,0,0,193,0,193
OFFICE OF THE PUBLIC GUARDIAN,0,0,0,0,0,0,0,0,0,193,0,193
BIRD WILFORD & SALE,1,1,11,47,26,0,10,0,3,71,22,192
DRYSDALES,2,7,1,35,22,0,4,0,0,96,25,192
HOPLEYS GMA,5,1,3,58,32,0,3,0,3,60,27,192
MARKET HARBOROUGH BUILDING SOCIETY,0,0,0,41,0,0,0,0,0,149,2,192
PAGE GULLIFORD & GREGORY LIMITED,2,5,3,50,23,0,4,0,0,78,27,192
TAYLOR WIMPEY UK LTD (SOUTH WEST),0,4,7,29,15,0,0,0,5,92,40,192
WHITING & MASON,4,1,1,28,27,2,3,0,5,94,27,192
ACS SOLICITORS,0,10,3,38,33,0,5,0,7,68,27,191
AUBREY ISAACSON & CO,0,0,0,30,35,0,6,0,5,92,23,191
BASSETS SOLICITORS,0,2,4,49,31,0,1,0,0,76,28,191
CRAWFORD & CO ADJUSTERS (UK) LTD,0,0,0,0,0,0,0,0,0,163,28,191
H & G LIMITED,0,0,0,0,0,0,0,0,0,191,0,191
NOTTINGHAMSHIRE COUNTY COUNCIL,1,2,0,18,0,1,1,0,2,146,20,191
PICKERINGS,3,1,4,44,20,0,4,0,3,91,21,191
WELCOME FINANCIAL SERVICES LTD,0,0,0,190,0,0,0,0,0,1,0,191
BARTLETTS SOLICITORS,2,2,2,27,17,0,9,0,5,105,21,190
DARBY & DARBY,0,3,2,30,39,0,8,0,1,72,35,190
DAVIES BLUNDEN & EVANS,1,2,3,63,24,0,4,0,1,65,27,190
EVANS & CO,3,1,6,53,37,1,13,0,3,54,19,190
GWYN JAMES & CO,2,1,1,60,32,6,3,0,9,63,13,190
HORSEY LIGHTLY,2,3,3,32,16,0,1,0,2,100,31,190
KIRKWOODS,0,5,3,44,25,0,12,0,3,87,11,190
LEICESTERSHIRE COUNTY COUNCIL,1,0,0,17,0,0,0,0,0,155,17,190
MALE & WAGLAND,2,4,1,34,23,0,1,0,0,97,28,190
ACCENT GROUP LTD,0,0,0,21,0,0,4,0,2,118,44,189
CAPRON & HELLIWELL,7,3,1,35,32,0,8,0,6,74,23,189
DWYERS SOLICITORS,2,2,3,44,33,0,9,0,3,73,20,189
HML ANDERTONS LTD,0,0,0,0,0,0,0,0,0,130,59,189
LONDON BOROUGH OF HOUNSLOW,0,0,0,0,0,0,0,0,0,170,19,189
MKB SOLICITORS LLP (AKA MILLS KEMP AND BROWN),3,0,5,47,33,0,5,0,4,79,13,189
RAWLISON BUTLER LLP,1,2,3,35,15,0,4,1,3,90,35,189
SHANLY HOMES LTD,0,1,0,1,0,0,0,0,0,160,27,189
SHROPSHIRE COUNCIL,0,0,0,8,1,0,1,0,0,152,27,189
TRAVIS PERKINS,0,0,0,7,0,0,1,0,1,170,10,189
BEIGHTONS,1,6,3,33,34,0,11,0,0,70,30,188
BOYCE HATTON,2,4,1,39,26,0,4,0,6,83,23,188
CHALLENOR & SON,0,4,5,40,14,0,8,0,1,74,42,188
DEXTER MONTAGUE LLP,1,3,4,45,34,0,3,0,1,65,32,188
HERBERT MALLAM GOWES LLP,1,2,1,49,33,0,8,0,1,66,27,188
MOVE REPORTS UK LTD,0,0,0,0,1,2,3,0,6,123,53,188
WASON LAWRANCE HOLDER,0,3,0,35,32,0,4,0,0,92,22,188
COLEY & TILLEY,2,3,3,38,30,1,5,0,1,75,29,187
DRAGON ENERGY SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,187,0,187
GUTHRIE JONES & JONES,1,2,3,47,35,0,3,0,4,71,21,187
PARAGON BANK BUSINESS FINANCE PLC,0,0,0,2,30,0,0,0,0,155,0,187
SCOTT RICHARDS & CO,2,1,0,62,25,0,1,0,1,66,29,187
SCOTT ROWE,3,0,1,48,17,0,4,0,1,85,28,187
WATFORD BOROUGH COUNCIL,1,0,0,2,0,0,0,0,2,179,3,187
BELL PARK KERRIDGE LIMITED,13,2,2,47,25,0,10,0,4,61,22,186
COLLIERS INTERNATIONAL UK PLC,0,0,0,0,0,0,0,0,0,85,101,186
KENNETH M BARROW AND CO,1,0,4,43,33,0,1,0,0,68,36,186
LAND REFERENCING SERVICES LLP,0,0,0,0,0,0,0,0,0,186,0,186
LLOYDS & COOPER,7,0,5,67,18,0,2,0,8,58,21,186
MEARS HOBBS & DURRANT,6,1,1,45,19,0,1,0,6,77,30,186
REYNOLDS PORTER CHAMBERLAIN LLP,0,4,0,15,23,0,2,0,6,110,26,186
ROLAND ROBINSONS & FENTONS,5,8,0,44,21,0,6,0,0,77,25,186
BOTTRILLS,0,13,6,34,33,0,22,0,2,48,27,185
BROGAN PROPERTY LAWYERS,1,2,4,52,52,0,6,0,0,41,27,185
COUPE BRADBURY,1,3,2,40,30,0,7,0,3,75,24,185
GEORGE DAVIES & EVANS,9,2,4,52,17,0,1,0,3,70,27,185
KERMAN & CO,0,3,0,19,7,0,3,0,3,99,51,185
OH GOODLORD LTD,0,0,0,0,0,0,0,0,0,185,0,185
RJR SOLICITORS LTD,3,1,4,40,14,0,6,0,3,86,28,185
STOKES SOLICITORS LLP,2,3,0,38,24,0,0,0,3,93,22,185
ABGM SOLICITORS,0,1,0,29,30,0,2,0,0,88,34,184
ACTONS,1,0,2,77,7,0,2,0,2,80,13,184
ADIE PEPPERDINE LLP,3,1,2,50,26,0,4,0,4,67,27,184
BELL & BUXTON LLP,4,3,1,41,12,2,4,0,1,88,28,184
BESWICKS,2,0,4,37,25,0,2,0,2,89,23,184
BRADFORD & BINGLEY PLC,0,0,0,0,0,0,0,0,0,103,81,184
COPLEY CLARK LLP INCORPORATING MONTLAKE & CO,2,6,2,38,20,0,2,0,0,82,32,184
GENESIS HOUSING ASSOCIATION LTD,0,0,0,0,0,0,0,0,0,72,112,184
KINGS PROPERTY MANAGEMENT PLC,0,0,0,0,0,0,0,0,0,184,0,184
LEONARD GRAY LLP,3,0,2,35,21,1,13,0,2,77,30,184
LUX LAW,3,1,1,48,29,0,10,0,2,58,32,184
O'HARAS SOLICITORS,2,4,3,26,26,0,5,0,1,83,34,184
PLATFORM FUNDING LIMITED (LEEK 12),0,0,0,178,4,0,0,0,0,1,1,184
WHITE & CASE,0,0,0,2,1,0,0,0,0,168,13,184
BRETT HOLT SOLICITORS,0,1,1,32,23,1,7,0,1,81,36,183
DE VERE INTELLICA LTD,0,0,0,0,0,0,0,0,0,183,0,183
GEOFFREY LEAVER SOLICITORS,2,2,10,34,12,0,3,0,4,90,26,183
HILL HOFSTETTER LLP,1,2,3,20,7,1,4,0,5,92,48,183
NEWSTEAD & WALKER,3,4,3,45,24,0,5,0,1,71,27,183
PRESTON CITY COUNCIL,0,0,0,3,3,0,2,0,0,171,4,183
SAVILLS (UK) LIMITED,0,0,0,0,0,0,0,0,0,168,15,183
WRIGHT & LORD SOLICITORS,4,1,3,63,22,0,2,0,4,70,14,183
GLOBE APARTMENTS,0,0,0,0,0,0,0,0,0,133,49,182
SWANSEA CITY & COUNTY COUNCIL,4,0,1,12,0,0,0,0,4,149,12,182
VIVA GAS LTD,0,0,0,0,0,0,0,0,0,182,0,182
BURSTALLS,5,0,1,41,28,0,5,0,23,54,24,181
DAWSON AND BURGESS,7,1,3,46,26,3,8,0,6,59,22,181
G & I Chisholm,3,0,6,37,18,0,4,0,5,75,33,181
HAWORTH & GALLAGHER,4,5,1,29,30,0,2,0,1,85,24,181
HOWELLS LLP,0,3,5,48,37,0,10,0,1,54,23,181
HUGGINS LEWIS FOSKETT,1,10,4,58,29,0,2,0,0,65,12,181
KEELYS,1,3,7,52,21,0,5,0,2,63,27,181
PREMIER ESTATES LIMITED,0,0,0,0,0,0,0,0,0,129,52,181
SPALTER FISHER LLP,0,0,0,0,0,0,0,0,0,158,23,181
STILES HAROLD WILLIAMS PTNRSHP LLP,0,0,0,0,0,0,0,0,0,86,95,181
STRAW & PEARCE,4,3,5,43,21,0,13,0,4,59,29,181
TOWN & COUNTRY PROPERTY LAWYERS,2,7,17,26,14,0,66,0,0,39,10,181
BNP PARIBAS LEASING SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,103,77,180
BREENS,1,1,2,30,38,0,4,0,0,80,24,180
BROWN & CO (ESSEX),0,8,0,32,28,0,9,0,0,60,43,180
CHARLES FRASER,4,1,2,26,23,0,17,0,9,65,33,180
COWLEY DI GIORGIO SOLICITORS,3,13,2,50,24,0,1,0,0,68,19,180
L G WILLIAMS & PRITCHARD,0,2,3,40,37,0,3,0,2,72,21,180
POWELLS WITH CHAWNER GREY,0,2,1,29,9,0,1,0,4,104,30,180
SIMON MERCHANT PROPERTY SOLICITOR,0,1,0,25,21,0,0,0,3,90,40,180
THORPE & CO SOLICITORS,7,1,1,43,33,0,4,0,8,69,14,180
TQ SOLICITORS,3,37,1,129,0,0,7,0,0,3,0,180
ALEN-BUCKLEY & CO,0,6,0,44,24,0,1,0,0,71,33,179
BARKER GOTELEE,3,0,3,39,10,0,9,0,8,86,21,179
EDWARDS DUTHIE,0,2,4,30,11,0,7,0,3,98,24,179
GLOVERS SOLICITORS LLP,0,7,1,70,15,6,11,0,0,48,21,179
HALIFAX LOANS LIMITED,0,0,0,9,0,0,0,0,0,154,16,179
HORWICH FARELLY SOLICITORS,0,0,0,12,4,0,0,0,0,163,0,179
KINGSWELL WATTS,1,7,10,50,31,0,2,0,2,55,21,179
LANCASTER CITY COUNCIL,0,0,0,2,0,0,0,0,0,177,0,179
MICHAEL TAYLOR & CO,0,1,0,39,14,0,0,0,4,68,53,179
NORTHERN ROCK PLC,0,0,0,179,0,0,0,0,0,0,0,179
NORTHUMBERLAND COUNTY COUNCIL,0,1,0,8,0,0,1,0,2,155,12,179
OGR STOCK DENTON LLP,0,14,0,38,14,1,3,0,0,80,29,179
PEARSON HINCHLIFFE LLP,1,3,4,34,18,0,4,0,0,87,28,179
CHAMBERLINS (GT YARMOUTH),5,1,1,50,25,0,0,0,5,72,19,178
CUFF-GOUGH,0,1,0,36,30,0,1,0,1,82,27,178
E J MOYLE & CO,1,4,1,49,18,0,5,0,1,67,32,178
JACKSON BARRETT & GASS,1,1,6,28,32,0,26,0,3,54,27,178
KETTERING BOROUGH COUNCIL,0,0,1,4,1,0,0,0,2,150,20,178
MIDDLETON SOLICITORS,0,0,0,4,5,0,1,0,41,95,32,178
SWALE BOROUGH COUNCIL,0,0,1,3,0,0,2,0,3,169,0,178
BROWN TURNER ROSS,2,3,0,22,28,0,5,0,1,89,27,177
DAVIS TATE LTD,0,0,0,0,0,0,0,0,0,177,0,177
ELLIOTS BOND & BANBURY,1,7,0,40,13,0,0,0,0,79,37,177
GODDARD DUNBAR ASSOCIATES,3,0,0,42,24,0,0,0,0,80,28,177
RAINER HUGHES (INCORPORATING ANAMI LAW),0,2,1,49,31,0,7,0,0,66,21,177
SIAN THOMAS & DAUGHTER,1,1,10,38,33,0,21,0,0,49,24,177
SURREY COUNTY COUNCIL,1,2,0,13,7,2,0,0,1,124,27,177
BERLAD GRAHAM LLP,0,4,1,31,14,0,2,0,5,84,35,176
ENVIRONMENT AGENCY,1,0,0,2,1,0,0,0,0,159,13,176
HEPTONSTALLS,3,0,3,36,35,0,2,0,11,55,31,176
I COMPILE LIMITED,0,0,0,0,0,0,0,0,3,173,0,176
JUDGE & PRIESTLEY LLP,0,0,0,169,0,0,0,0,0,7,0,176
KPMG LLP,0,0,0,11,0,0,0,0,0,158,7,176
MILNERS SOLICITORS,2,11,3,36,27,0,2,0,1,74,20,176
NGA SOLICITORS,4,2,1,39,30,0,6,0,13,61,20,176
RAYMOND BEER & CO,0,1,2,34,42,0,1,0,1,66,29,176
SCOTT DUFF & CO,8,4,4,42,21,0,7,0,0,67,23,176
THE RIGHT TO MANAGE FED LTD,0,0,0,0,0,0,0,0,0,172,4,176
BRYAN & MERCER,1,5,0,42,27,0,1,0,2,69,28,175
DAVID GRAY SOLICITORS,1,4,3,28,34,0,17,0,0,61,27,175
FISHMAN BRAND STONE SOLICITORS,0,21,0,51,16,0,5,0,0,57,25,175
HOLBROOK & CO,4,2,2,42,38,0,1,0,0,58,28,175
HOWLETT CLARKE,0,5,0,38,26,0,3,0,0,77,26,175
LAING LAW,0,11,2,25,19,2,5,0,2,88,21,175
REDBRIDGE LONDON BOROUGH,0,0,1,7,3,0,0,0,1,154,9,175
RICHARD GRIFFITHS & CO,2,5,1,35,19,0,5,0,2,72,34,175
STANDLEY & CO,3,2,5,52,28,0,4,0,2,64,15,175
DAVIS BLANK FURNISS,1,3,3,24,25,0,6,0,0,76,36,174
DAVIS GREGORY LIMITED,2,5,3,50,15,0,2,0,1,76,20,174
DERBYSHIRE COUNTY COUNCIL,3,0,0,10,3,0,0,0,1,149,8,174
GRANVILLE WEST CHIVERS & MORGAN,7,0,1,43,21,0,0,0,6,69,27,174
LGSS LAW LTD,2,1,0,18,1,1,0,0,15,113,23,174
MURRIA,0,2,3,14,22,0,5,0,1,78,49,174
SAVAGE CRANGLE SOLICITORS,0,1,4,29,40,0,2,0,4,68,26,174
THE CROWN ESTATE,4,0,0,111,0,0,0,0,0,52,7,174
THE SETHI PARTNERSHIP,0,4,0,32,29,0,0,0,0,84,25,174
BRIGHOUSE WOLFF,3,2,7,43,30,1,7,0,3,56,21,173
CARTER BELLS LLP,0,2,0,23,16,0,6,1,2,95,28,173
COCKERTONS,4,1,5,21,24,0,6,0,5,86,21,173
GUEST WALKER LTD,0,1,4,21,12,0,9,0,5,92,29,173
HOOPER BURROWES LEGAL,3,17,4,78,15,0,2,0,0,39,15,173
Jeromes,0,2,3,28,47,0,4,0,6,69,14,173
RICE JONES & SMITHS,0,11,1,39,21,0,3,0,2,69,27,173
RICHARDSON LAW LLP,1,1,0,16,11,0,0,0,0,100,44,173
TERENCE ST J MILLETT,0,3,1,38,23,0,2,0,0,74,32,173
BARNSLEY METROPOLITAN BOROUGH COUNCIL,2,0,5,6,4,0,1,0,1,111,42,172
EMMS GILMORE LIBERSON LIMITED,0,2,7,32,5,0,5,0,2,95,24,172
GADDES NOBLE LIMITED,0,27,2,54,45,0,3,0,1,29,11,172
GATESHEAD BOROUGH COUNCIL,0,0,0,17,3,0,0,0,1,142,9,172
INDEPENDENT PROPERTY LAWYERS LTD,0,0,1,48,35,0,0,0,0,48,40,172
JANET SINDEN & CO,0,3,2,43,17,0,1,0,1,79,26,172
LLYS CENNEN SOLICITORS,7,3,10,39,20,0,7,0,2,62,22,172
PRITCHARD JOYCE & HINDS,0,6,0,53,21,0,3,0,1,63,25,172
RICHARD REED & CO,0,6,0,51,30,0,2,0,1,62,20,172
RICHBOROUGH ESTATES LTD,0,0,0,0,0,0,0,0,0,172,0,172
ROWLAND TILDESLEY & HARRIS,0,2,5,68,16,0,2,0,2,61,16,172
Valentine Conveyancers Limited,1,0,1,42,25,0,8,0,0,68,27,172
ALFRED NEWTON & CO,1,2,0,49,35,0,4,0,2,56,22,171
BLACKHURST SWAINSON GOODIER,2,4,3,42,27,2,2,0,7,58,24,171
BOLTON BOROUGH COUNCIL,0,0,1,17,1,0,0,0,3,146,3,171
BURD WARD,1,2,2,51,42,0,4,0,1,54,14,171
COLLYER BRISTOW LLP,0,3,0,22,6,0,5,0,1,101,33,171
HOUGHTON PIGOT & CO,3,2,1,28,12,0,1,0,10,90,24,171
KENNETH BUSH SOLICITORS,4,1,1,30,24,0,15,0,12,66,18,171
MACLACHLAN SOLICITORS,0,3,4,34,23,0,6,0,1,74,26,171
McCarthy Bennett Holland,6,4,5,64,10,0,2,0,1,63,16,171
MONMOUTHSHIRE BUILDING SOCIETY,0,0,0,113,18,1,0,0,0,37,2,171
MORGAN POPE,1,0,5,30,21,0,3,0,1,77,33,171
PREUVENEERS,0,10,0,30,13,0,8,0,0,91,19,171
ROLLINGSONS,0,19,0,64,21,0,4,0,0,51,12,171
WHATLEY RECORDON,3,1,2,34,18,0,2,0,1,80,30,171
WILDINGS,3,3,3,60,20,0,1,0,5,58,18,171
COOPER STOTT SOLICITORS,4,1,1,35,34,0,6,0,9,62,18,170
ELECTRICITY NORTH WEST SERVICES,0,0,0,0,0,0,0,0,0,159,11,170
GIBSON & CO,4,1,4,51,24,0,1,0,2,61,22,170
GROVE TOMPKINS BOSWORTH,1,1,4,42,13,0,2,0,4,83,20,170
Hill & Abbott,3,3,3,36,26,0,3,0,1,74,21,170
INTEGRITY PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,124,46,170
LINDEN SOUTH WEST LIMITED,0,0,0,0,0,0,0,0,0,167,3,170
MJP LAW,0,2,3,41,25,0,4,0,2,63,30,170
MS LAW LLP,1,6,2,40,29,0,0,0,3,66,23,170
SARGINSONS LAW LLP,3,4,2,44,34,0,1,0,1,68,13,170
SIMONS MUIRHEAD & BURTON,0,2,1,24,6,0,3,0,8,90,36,170
SMITH TUNBRIDGE AYRES LTD,0,0,0,0,0,0,0,0,0,165,5,170
CLARKE AND SON (QUALITY SOLICITORS),1,3,3,41,29,0,6,0,0,53,33,169
HENRY HYAMS,1,2,3,57,35,0,3,0,1,50,17,169
HURFORD SAALVI CARR PROPERTY MANAGEMENT,0,0,0,0,0,0,0,0,0,44,125,169
NICHOLS MARCY DAWSON,0,11,3,37,26,0,7,0,2,57,26,169
PHOENIX LEGAL GROUP,5,2,9,42,20,0,6,0,2,58,25,169
R GORDON ROBERTS LAURIE & CO,7,4,2,53,15,0,3,0,3,63,19,169
SOUTHAMPTON CITY COUNCIL,0,0,0,7,1,5,0,0,0,152,4,169
CARTER LEMON CAMERONS LLP,0,7,0,32,21,0,2,0,2,73,31,168
CHAMBERLAIN MARTIN SOLICITORS,1,2,3,32,20,0,0,0,1,71,38,168
COLLAS CRILL,0,0,0,80,6,0,0,0,1,68,13,168
EAST RIDING OF YORKSHIRE COUNCIL,0,0,0,0,0,0,0,0,0,168,0,168
EMMERSONS SOLICITORS,2,1,2,38,42,0,3,0,2,52,26,168
GREGSONS (LIVERPOOL),0,1,0,43,51,0,3,0,2,44,24,168
J4 CONSULTANCY,0,0,0,0,0,0,0,0,0,168,0,168
NORTH LINCOLNSHIRE COUNCIL,0,0,4,2,0,0,0,0,0,160,2,168
OGDEN LYLES & FOX,0,0,3,46,23,0,0,0,3,71,22,168
STAGS,0,0,0,0,0,0,0,0,0,167,1,168
WHEN YOU MOVE LIMITED,0,1,2,37,38,1,4,0,1,47,37,168
WHITEHEAD VIZARD,2,1,2,31,27,0,4,0,2,77,22,168
B-ECOSMART LIMITED,0,0,0,0,0,0,0,0,0,167,0,167
BANNISTER BATES CONVEYANCING,8,4,6,40,29,0,22,0,4,43,11,167
Broomhead & Saul,3,4,4,38,18,0,5,0,2,61,32,167
CROSS SOLICITORS,1,2,5,28,37,0,8,0,2,66,18,167
